latitude,longitude,measured_on,number of days reported,precipitation monthlies
40.1752,-75.6583,01-09-2019,30,45
40.1752,-75.6583,01-11-2019,30,59.3
40.1752,-75.6583,01-12-2019,31,80
40.1752,-75.6583,01-04-2020,30,85.5
42.6847,-84.4545,01-03-2000,31,13.2
42.6847,-84.4545,01-08-2001,31,76.4
42.6847,-84.4545,01-11-2001,30,68.8
42.6847,-84.4545,01-03-2002,31,0.1
42.6847,-84.4545,01-09-2002,30,37.1
42.4312,-92.3569,01-12-2006,31,36.6
42.4312,-92.3569,01-01-2007,31,3.5
42.4312,-92.3569,01-03-2007,31,32.4
42.4312,-92.3569,01-05-2007,31,38.5
42.4312,-92.3569,01-08-2007,31,240.6
42.4312,-92.3569,01-01-2008,31,4.3
42.4312,-92.3569,01-03-2008,31,31.8
42.4312,-92.3569,01-04-2008,30,178
42.4312,-92.3569,01-11-2009,30,0
38.5198,-99.1971,01-02-2005,28,37.3
38.5198,-99.1971,01-06-2005,30,97.9
38.5198,-99.1971,01-01-2007,31,39.5
38.5198,-99.1971,01-07-2007,31,81.2
38.5198,-99.1971,01-04-2008,30,80.8
37.8148,-82.8085,01-02-2001,28,73.2
34.0506,-118.5298,01-02-2000,29,181.9
34.0506,-118.5298,01-04-2000,30,41
34.0506,-118.5298,01-03-2001,31,54
34.0506,-118.5298,01-01-2002,31,32.6
34.0506,-118.5298,01-04-2002,30,4.8
34.0506,-118.5298,01-01-2003,31,1.4
34.0506,-118.5298,01-03-2003,31,130.6
34.0506,-118.5298,01-04-2003,30,6.2
34.0506,-118.5298,01-05-2003,31,0
34.0506,-118.5298,01-06-2003,30,0
34.0506,-118.5298,01-09-2003,30,0
34.0506,-118.5298,01-10-2003,31,0.9
34.0506,-118.5298,01-12-2003,31,40.6
34.0506,-118.5298,01-03-2004,31,25.7
34.0506,-118.5298,01-05-2004,31,0
34.0506,-118.5298,01-06-2004,30,0
34.0506,-118.5298,01-07-2004,31,0
34.0506,-118.5298,01-08-2004,31,0
34.0506,-118.5298,01-01-2005,31,327.4
34.0506,-118.5298,01-02-2005,28,222.6
34.0506,-118.5298,01-07-2005,31,0
34.0506,-118.5298,01-08-2005,31,0
34.0506,-118.5298,01-09-2005,30,1.4
34.0506,-118.5298,01-11-2005,30,15.6
27.1622,-80.2821,01-10-2000,31,39.3
35.2992,-93.7133,01-11-2000,30,204.9
35.2992,-93.7133,01-12-2000,31,3
35.2992,-93.7133,01-01-2001,31,68.7
35.2992,-93.7133,01-02-2001,28,183.5
35.2992,-93.7133,01-03-2001,31,59
35.2992,-93.7133,01-04-2001,30,61.5
35.2992,-93.7133,01-05-2001,31,143.1
35.2992,-93.7133,01-06-2001,30,105.9
35.2992,-93.7133,01-07-2001,31,39.3
35.2992,-93.7133,01-08-2001,31,66.8
35.2992,-93.7133,01-10-2001,31,112.8
35.2992,-93.7133,01-01-2002,31,190.2
35.2992,-93.7133,01-05-2002,31,97
28.5557,-82.3537,01-03-2000,31,17.4
28.5557,-82.3537,01-04-2000,30,17.4
28.5557,-82.3537,01-05-2000,31,23.7
32.898732,-117.089302,01-04-2020,30,138.7
43.4777,-115.3098,01-02-2003,28,34.3
43.4777,-115.3098,01-11-2005,30,125.5
37.938223,-122.068171,01-09-2018,30,0
37.938223,-122.068171,01-10-2018,31,0.3
37.938223,-122.068171,01-11-2018,30,80.3
37.938223,-122.068171,01-03-2019,31,84.5
37.938223,-122.068171,01-04-2019,30,4.3
37.938223,-122.068171,01-05-2019,31,35.1
37.938223,-122.068171,01-06-2019,30,0
37.938223,-122.068171,01-07-2019,31,0
37.938223,-122.068171,01-08-2019,31,0
37.938223,-122.068171,01-09-2019,30,2.3
37.938223,-122.068171,01-10-2019,31,0
37.938223,-122.068171,01-12-2019,31,54.5
37.938223,-122.068171,01-02-2020,29,0.3
37.938223,-122.068171,01-03-2020,31,34.6
37.938223,-122.068171,01-04-2020,30,23
37.938223,-122.068171,01-05-2020,31,33.7
37.938223,-122.068171,01-06-2020,30,0
37.938223,-122.068171,01-08-2020,31,0.5
40.1077,-75.2796,01-06-2003,30,201.9
40.1077,-75.2796,01-02-2005,28,58.8
40.1077,-75.2796,01-05-2005,31,51.1
40.1077,-75.2796,01-11-2005,30,80.8
40.1077,-75.2796,01-02-2006,28,27.8
40.1077,-75.2796,01-11-2006,30,157.6
40.1077,-75.2796,01-05-2007,31,27.4
40.1077,-75.2796,01-11-2007,30,49.7
26.236784,-80.109665,01-07-2014,31,0
26.236784,-80.109665,01-08-2014,31,0
26.236784,-80.109665,01-09-2014,30,0
26.236784,-80.109665,01-07-2016,31,2
26.236784,-80.109665,01-09-2016,30,88.7
26.236784,-80.109665,01-12-2016,31,48.8
26.236784,-80.109665,01-06-2017,30,250.3
26.236784,-80.109665,01-10-2017,31,151.2
26.236784,-80.109665,01-11-2017,30,74
26.236784,-80.109665,01-12-2017,31,0
26.236784,-80.109665,01-04-2018,30,0
26.236784,-80.109665,01-05-2018,31,0
26.236784,-80.109665,01-07-2018,31,0.3
26.236784,-80.109665,01-08-2018,31,0
26.236784,-80.109665,01-09-2018,30,0.3
26.236784,-80.109665,01-10-2018,31,0
26.236784,-80.109665,01-11-2018,30,1.3
26.236784,-80.109665,01-12-2018,31,30.7
26.236784,-80.109665,01-01-2019,31,18.9
26.236784,-80.109665,01-02-2019,28,23.6
26.236784,-80.109665,01-03-2019,31,22.9
26.236784,-80.109665,01-05-2019,31,64.7
26.236784,-80.109665,01-10-2019,31,95.5
26.236784,-80.109665,01-12-2019,31,108.1
26.236784,-80.109665,01-02-2020,29,75.4
26.236784,-80.109665,01-04-2020,30,43.4
26.236784,-80.109665,01-05-2020,31,242.6
26.236784,-80.109665,01-08-2020,31,103.2
48.1863,-122.1217,01-02-2002,28,516.5
48.1863,-122.1217,01-05-2002,31,313
34.53503,-86.8791,01-11-2011,30,125
40.633,-74.115,01-01-2006,31,112.9
40.814115,-73.886791,01-05-2017,31,106.4
40.814115,-73.886791,01-06-2017,30,77.1
40.89184,-73.83857,01-05-2006,31,263.8
32.1832,-110.9775,01-07-2000,31,428
40.42295,-86.893056,01-07-2019,31,47
40.42295,-86.893056,01-10-2019,31,47.9
40.42295,-86.893056,01-05-2020,31,60
40.42295,-86.893056,01-08-2020,31,24.3
40.287722,-86.883904,01-04-2018,30,69.7
40.287722,-86.883904,01-05-2018,31,96.8
40.287722,-86.883904,01-06-2018,30,182.5
40.287722,-86.883904,01-07-2018,31,70.7
40.287722,-86.883904,01-08-2018,31,140.4
40.287722,-86.883904,01-09-2018,30,88.3
40.287722,-86.883904,01-10-2018,31,100.9
40.287722,-86.883904,01-11-2018,30,57.3
40.287722,-86.883904,01-01-2019,31,61.5
40.287722,-86.883904,01-02-2019,28,46.5
40.287722,-86.883904,01-03-2019,31,87.2
40.287722,-86.883904,01-04-2019,30,134.1
40.287722,-86.883904,01-05-2019,31,120.9
40.287722,-86.883904,01-06-2019,30,101.2
40.287722,-86.883904,01-07-2019,31,74.1
40.287722,-86.883904,01-08-2019,31,72.3
40.287722,-86.883904,01-09-2019,30,53
40.287722,-86.883904,01-10-2019,31,31.2
40.287722,-86.883904,01-12-2019,31,50.2
40.287722,-86.883904,01-01-2020,31,62.8
40.287722,-86.883904,01-02-2020,29,37.3
40.287722,-86.883904,01-03-2020,31,76.2
40.287722,-86.883904,01-04-2020,30,71
40.287722,-86.883904,01-05-2020,31,84.9
40.287722,-86.883904,01-06-2020,30,110.4
40.287722,-86.883904,01-07-2020,31,134
40.287722,-86.883904,01-08-2020,31,57.5
40.5343,-80.1802,01-02-2000,29,29.5
40.5343,-80.1802,01-03-2000,31,24.6
40.5343,-80.1802,01-10-2002,31,32.4
40.5343,-80.1802,01-11-2002,30,17.9
40.5343,-80.1802,01-03-2003,31,4.2
40.5343,-80.1802,01-11-2004,30,34.9
32.90166,-86.90601,01-11-2012,30,29
41.76,-87.6765,01-05-2000,31,37.2
41.76,-87.6765,01-11-2000,30,48.9
36.5963,-119.4493,01-11-2000,30,2.6
36.5963,-119.4493,01-12-2000,31,2.7
36.5963,-119.4493,01-01-2001,31,44.1
36.5963,-119.4493,01-02-2001,28,49
36.5963,-119.4493,01-03-2001,31,27.2
36.5963,-119.4493,01-04-2001,30,49.2
36.5963,-119.4493,01-05-2001,31,0
36.5963,-119.4493,01-06-2001,30,0
36.5963,-119.4493,01-07-2001,31,0.1
36.5963,-119.4493,01-08-2001,31,0
36.5963,-119.4493,01-09-2001,30,0
36.5963,-119.4493,01-10-2001,31,9.6
36.5963,-119.4493,01-11-2001,30,52.8
36.5963,-119.4493,01-12-2001,31,26.8
36.5963,-119.4493,01-03-2000,31,57.5
36.5963,-119.4493,01-05-2000,31,6
36.5963,-119.4493,01-08-2000,31,0
36.5963,-119.4493,01-09-2000,30,0
41.3393,-80.3955,01-02-2001,28,37.9
41.3393,-80.3955,01-04-2001,30,44.3
41.3393,-80.3955,01-05-2001,31,89
41.3393,-80.3955,01-06-2001,30,87
41.3393,-80.3955,01-10-2001,31,161.5
41.3393,-80.3955,01-11-2001,30,492
41.3393,-80.3955,01-01-2002,31,462.2
41.3393,-80.3955,01-02-2002,28,259.5
41.3393,-80.3955,01-03-2002,31,67.2
41.3393,-80.3955,01-04-2002,30,133.8
41.3393,-80.3955,01-05-2002,31,147
41.3393,-80.3955,01-06-2002,30,43.4
41.3393,-80.3955,01-11-2002,30,87.3
41.3393,-80.3955,01-04-2003,30,23
41.3393,-80.3955,01-05-2003,31,89.4
45.4228,-116.3152,01-11-2001,30,18
42.3352,-83.2433,01-03-2001,31,12.2
42.3352,-83.2433,01-04-2001,30,51.9
36.2653,-76.1995,01-04-2000,30,137.7
40.5472,-105.102,01-09-2005,30,4.4
40.5472,-105.102,01-10-2005,31,79.6
40.5472,-105.102,01-11-2005,30,1.1
40.5472,-105.102,01-01-2006,31,0.7
40.5472,-105.102,01-02-2006,28,0.1
40.5472,-105.102,01-05-2006,31,20.5
45.28748,-98.28281,01-09-2017,30,47.7
45.28748,-98.28281,01-10-2017,31,17.5
45.28748,-98.28281,01-11-2017,30,2.5
45.28748,-98.28281,01-12-2017,31,1.3
45.28748,-98.28281,01-01-2018,31,1.8
45.28748,-98.28281,01-05-2018,31,8.8
45.28748,-98.28281,01-06-2018,30,39.9
45.28748,-98.28281,01-07-2018,31,77.1
45.28748,-98.28281,01-08-2018,31,16.4
45.28748,-98.28281,01-09-2018,30,42.1
45.28748,-98.28281,01-11-2018,30,15.8
45.28748,-98.28281,01-01-2019,31,5.5
45.28748,-98.28281,01-02-2019,28,0.3
45.28748,-98.28281,01-03-2019,31,6.8
45.28748,-98.28281,01-04-2019,30,15.3
45.28748,-98.28281,01-05-2019,31,89.9
45.28748,-98.28281,01-06-2019,30,91
45.28748,-98.28281,01-07-2019,31,78.1
45.28748,-98.28281,01-08-2019,31,42.3
45.28748,-98.28281,01-09-2019,30,44.9
45.28748,-98.28281,01-12-2019,31,9.4
45.28748,-98.28281,01-02-2020,29,0
45.28748,-98.28281,01-03-2020,31,2.5
45.28748,-98.28281,01-04-2020,30,12.3
45.28748,-98.28281,01-05-2020,31,47.7
45.28748,-98.28281,01-06-2020,30,37.1
45.28748,-98.28281,01-07-2020,31,53.3
45.28748,-98.28281,01-08-2020,31,30.4
46.8278,-100.9055,01-02-2000,29,29.1
33.7769,-118.0386,01-01-2000,31,18.4
33.7769,-118.0386,01-03-2000,31,36.9
33.7769,-118.0386,01-11-2000,30,0.2
33.7769,-118.0386,01-05-2001,31,0.2
33.7769,-118.0386,01-02-2002,28,4.7
33.7769,-118.0386,01-06-2002,30,0.5
33.7769,-118.0386,01-01-2003,31,0.6
33.7769,-118.0386,01-02-2003,28,124.5
33.7769,-118.0386,01-10-2003,31,10.2
33.7769,-118.0386,01-10-2004,31,152.4
33.7769,-118.0386,01-03-2005,31,20.5
33.7769,-118.0386,01-02-2006,28,43.6
36.2417,-80.2908,01-01-2000,31,67.4
36.2417,-80.2908,01-02-2000,29,38.6
36.2417,-80.2908,01-03-2000,31,136.7
36.2417,-80.2908,01-04-2000,30,155.2
36.2417,-80.2908,01-08-2000,31,67.2
36.2417,-80.2908,01-09-2000,30,167.6
36.2417,-80.2908,01-11-2000,30,67
36.2417,-80.2908,01-12-2000,31,35.4
36.2417,-80.2908,01-01-2001,31,84.1
36.2417,-80.2908,01-02-2001,28,47
36.2417,-80.2908,01-03-2001,31,155.3
36.2417,-80.2908,01-05-2001,31,75.5
36.2417,-80.2908,01-08-2001,31,42.8
36.2417,-80.2908,01-09-2001,30,53.1
32.9858,-96.3219,01-06-2013,30,54.4
32.9858,-96.3219,01-11-2013,30,30.3
32.9858,-96.3219,01-08-2014,31,1.3
32.9858,-96.3219,01-09-2017,30,2.1
32.9858,-96.3219,01-11-2017,30,0.9
32.9858,-96.3219,01-12-2017,31,11.5
32.9858,-96.3219,01-04-2018,30,19.6
32.9858,-96.3219,01-07-2018,31,51.5
32.9858,-96.3219,01-08-2018,31,55.8
32.9858,-96.3219,01-10-2018,31,167.4
32.9858,-96.3219,01-11-2018,30,65.1
32.9858,-96.3219,01-12-2018,31,98.7
32.9858,-96.3219,01-02-2019,28,34.8
32.9858,-96.3219,01-05-2019,31,186.3
32.9858,-96.3219,01-11-2019,30,46.4
32.2185,-110.9666,01-01-2000,31,20
32.2185,-110.9666,01-02-2000,29,4.9
32.2185,-110.9666,01-12-2000,31,0
32.2185,-110.9666,01-02-2001,28,7.8
33.6694,-85.867,01-11-2012,30,38
37.9747,-122.5606,01-02-2000,29,336.5
37.9747,-122.5606,01-01-2002,31,200.8
43.3852,-87.9413,01-02-2001,28,0.2
43.3852,-87.9413,01-10-2001,31,92.4
28.139,-82.5071,01-11-2000,30,60
28.139,-82.5071,01-12-2000,31,35.3
28.139,-82.5071,01-03-2001,31,160.8
41.241896,-72.760062,01-07-2018,31,9.4
41.241896,-72.760062,01-08-2018,31,12.9
41.24186,-72.76006,01-07-2018,31,9.4
41.24186,-72.76006,01-08-2018,31,12.7
41.241911,-72.760043,01-07-2018,31,9.6
41.241911,-72.760043,01-08-2018,31,12.7
48.5065,-111.8628,01-11-2001,30,0
48.5065,-111.8628,01-01-2002,31,1
48.5065,-111.8628,01-12-2002,31,0
48.5065,-111.8628,01-02-2003,28,0
48.5065,-111.8628,01-09-2003,30,0
48.5065,-111.8628,01-11-2003,30,0
48.5065,-111.8628,01-12-2003,31,0
48.5065,-111.8628,01-01-2004,31,0
48.5065,-111.8628,01-02-2004,29,0
48.5065,-111.8628,01-10-2004,31,0.5
34.1839,-118.5382,01-10-2000,31,1.8
34.1839,-118.5382,01-11-2000,30,0
34.1839,-118.5382,01-12-2000,31,0.1
34.1839,-118.5382,01-01-2001,31,23.9
34.1839,-118.5382,01-02-2001,28,180.5
34.1839,-118.5382,01-03-2001,31,29.7
34.1839,-118.5382,01-04-2001,30,6.1
39.6919,-87.9271,01-02-2003,28,34
39.6919,-87.9271,01-03-2003,31,23
39.6919,-87.9271,01-05-2003,31,130.2
39.6919,-87.9271,01-06-2003,30,61.6
39.6919,-87.9271,01-07-2003,31,171.7
39.6919,-87.9271,01-08-2003,31,51.7
39.6919,-87.9271,01-11-2003,30,93.5
39.6919,-87.9271,01-12-2003,31,76.9
39.6919,-87.9271,01-01-2004,31,68.1
39.6919,-87.9271,01-02-2004,29,4.5
39.6919,-87.9271,01-03-2004,31,103.5
39.6919,-87.9271,01-05-2004,31,99.9
39.6919,-87.9271,01-06-2004,30,73.6
39.6919,-87.9271,01-07-2004,31,80.6
39.6919,-87.9271,01-08-2004,31,100
39.6919,-87.9271,01-09-2004,30,19.3
39.6919,-87.9271,01-11-2004,30,114.1
39.6919,-87.9271,01-12-2004,31,40.7
39.6919,-87.9271,01-01-2005,31,154
39.6919,-87.9271,01-02-2005,28,34
39.6919,-87.9271,01-05-2005,31,36
39.6919,-87.9271,01-06-2005,30,26.5
44.445,-88.5755,01-02-2000,29,398
44.445,-88.5755,01-04-2000,30,201
42.151,-83.149,01-07-2019,31,70.5
42.151,-83.149,01-08-2019,31,116.5
42.151,-83.149,01-09-2019,30,123.6
42.151,-83.149,01-10-2019,31,101
42.151,-83.149,01-12-2019,31,25.3
42.151,-83.149,01-01-2020,31,78.9
42.151,-83.149,01-08-2020,31,98
39.1271,-121.0382,01-02-2002,28,108.9
39.8529,-86.2559,01-10-2001,31,205.7
39.8529,-86.2559,01-02-2006,28,26.5
39.8529,-86.2559,01-11-2007,30,916
39.8529,-86.2559,01-01-2008,31,796
39.8529,-86.2559,01-09-2008,30,496
39.1167,-105.0167,01-01-2000,31,0.4
39.1167,-105.0167,01-02-2000,29,0.1
39.1167,-105.0167,01-03-2000,31,2.8
39.1167,-105.0167,01-09-2000,30,42.7
39.1167,-105.0167,01-10-2000,31,26.6
42.1478,-70.8627,01-10-2003,31,173.9
42.1478,-70.8627,01-05-2005,31,279.8
42.1478,-70.8627,01-11-2006,30,195.1
42.1478,-70.8627,01-04-2007,30,281.5
34.2693,-86.5058,01-10-2006,31,905
42.5033,-90.6975,01-10-2001,31,80.3
42.5033,-90.6975,01-11-2001,30,33.9
42.5033,-90.6975,01-01-2002,31,8.3
42.5033,-90.6975,01-03-2002,31,21.7
42.5033,-90.6975,01-04-2002,30,75.7
42.5033,-90.6975,01-05-2002,31,112.7
42.5033,-90.6975,01-06-2002,30,174.3
42.5033,-90.6975,01-09-2002,30,65.2
42.5033,-90.6975,01-10-2002,31,133.3
42.5033,-90.6975,01-12-2002,31,14
42.5033,-90.6975,01-01-2003,31,12.2
42.5033,-90.6975,01-03-2003,31,29.5
42.5033,-90.6975,01-05-2003,31,147.7
42.5033,-90.6975,01-09-2003,30,97.8
42.5033,-90.6975,01-10-2003,31,39.2
42.5033,-90.6975,01-11-2003,30,199.4
42.5033,-90.6975,01-12-2003,31,40.3
42.5033,-90.6975,01-01-2004,31,10.6
42.5033,-90.6975,01-03-2004,31,105.9
42.5033,-90.6975,01-04-2004,30,48.4
42.5033,-90.6975,01-05-2004,31,168.9
34.1222,-117.8816,01-05-2004,31,0.8
34.1222,-117.8816,01-03-2005,31,42.1
34.1222,-117.8816,01-04-2005,30,21.7
34.1222,-117.8816,01-05-2005,31,9.6
34.1222,-117.8816,01-01-2006,31,23.2
34.1222,-117.8816,01-02-2006,28,67.7
34.1222,-117.8816,01-03-2006,31,92.2
34.1222,-117.8816,01-04-2006,30,100.8
34.1222,-117.8816,01-05-2006,31,11.1
34.1222,-117.8816,01-07-2006,31,1.3
34.1222,-117.8816,01-09-2006,30,0
34.1222,-117.8816,01-11-2006,30,3
34.1222,-117.8816,01-05-2007,31,977
34.1222,-117.8816,01-06-2007,30,0
34.1222,-117.8816,01-03-2008,31,1787.3
34.1222,-117.8816,01-04-2008,30,773
42.453826,-79.334133,01-08-2016,31,88.9
42.453826,-79.334133,01-09-2016,30,77.5
42.453826,-79.334133,01-12-2016,31,116.8
42.453826,-79.334133,01-01-2017,31,95.3
42.453826,-79.334133,01-02-2017,28,44.2
42.453826,-79.334133,01-03-2017,31,41.9
42.453826,-79.334133,01-04-2017,30,73.9
42.453826,-79.334133,01-05-2017,31,37.8
42.453826,-79.334133,01-06-2017,30,77.4
42.453826,-79.334133,01-07-2017,31,70.1
42.453826,-79.334133,01-08-2017,31,69.1
42.453826,-79.334133,01-09-2017,30,65.5
42.453826,-79.334133,01-10-2017,31,84.8
42.453826,-79.334133,01-11-2017,30,117.1
42.453826,-79.334133,01-12-2017,31,48.3
42.453826,-79.334133,01-01-2018,31,58.4
42.453826,-79.334133,01-02-2018,28,70.9
42.453826,-79.334133,01-03-2018,31,103.4
42.453826,-79.334133,01-04-2018,30,52
42.453826,-79.334133,01-05-2018,31,65
42.453826,-79.334133,01-06-2018,30,64
42.453826,-79.334133,01-07-2018,31,123.2
42.453826,-79.334133,01-08-2018,31,93.2
42.453826,-79.334133,01-09-2018,30,48.8
42.453826,-79.334133,01-10-2018,31,88.5
42.453826,-79.334133,01-11-2018,30,141.2
42.453826,-79.334133,01-12-2018,31,88.5
42.453826,-79.334133,01-01-2019,31,130.3
42.453826,-79.334133,01-02-2019,28,72.1
42.453826,-79.334133,01-03-2019,31,79.8
42.453826,-79.334133,01-04-2019,30,108.2
42.453826,-79.334133,01-05-2019,31,79
42.453826,-79.334133,01-06-2019,30,146.1
42.453826,-79.334133,01-07-2019,31,64.8
42.453826,-79.334133,01-08-2019,31,64.5
42.453826,-79.334133,01-09-2019,30,109
42.453826,-79.334133,01-11-2019,30,87.1
42.453826,-79.334133,01-12-2019,31,159.5
42.453826,-79.334133,01-01-2020,31,100.4
42.453826,-79.334133,01-02-2020,29,78.2
42.453826,-79.334133,01-03-2020,31,95.3
42.453826,-79.334133,01-04-2020,30,90.1
42.453826,-79.334133,01-05-2020,31,129.3
42.453826,-79.334133,01-06-2020,30,57.7
42.453826,-79.334133,01-07-2020,31,120.6
42.453826,-79.334133,01-08-2020,31,87.1
42.453826,-79.334133,01-11-2016,30,0
42.453826,-79.334133,01-11-2018,30,0.3
42.453826,-79.334133,01-04-2019,30,0.1
42.453826,-79.334133,01-03-2020,31,0.1
42.453826,-79.334133,01-05-2020,31,0.1
36.7872,-119.8748,01-01-2000,31,60.9
44.4255,-85.3353,01-10-2007,31,79.1
41.7958,-88.0703,01-09-2016,30,20.1
41.7958,-88.0703,01-06-2017,30,47
41.7958,-88.0703,01-10-2017,31,268.7
41.7958,-88.0703,01-07-2018,31,40.3
41.7958,-88.0703,01-10-2018,31,82.6
41.7958,-88.0703,01-12-2018,31,56.4
41.7958,-88.0703,01-05-2019,31,208.6
41.7958,-88.0703,01-10-2019,31,118.4
41.7958,-88.0703,01-12-2019,31,32.1
41.7958,-88.0703,01-02-2020,29,11.5
41.7958,-88.0703,01-04-2020,30,77.6
41.7958,-88.0703,01-05-2020,31,149.8
44.8756,-91.9192,01-10-2005,31,119.6
48.2903,-109.8695,01-08-2004,31,62.1
48.2903,-109.8695,01-11-2005,30,39.8
48.2903,-109.8695,01-02-2006,28,0
48.2903,-109.8695,01-08-2006,31,31.4
48.2903,-109.8695,01-08-2008,31,29.9
48.2903,-109.8695,01-10-2008,31,5.7
48.2903,-109.8695,01-08-2009,31,37.7
48.2903,-109.8695,01-01-2010,31,0.3
48.2903,-109.8695,01-10-2011,31,29
48.2903,-109.8695,01-04-2013,30,10.3
41.7072,-70.763,01-01-2000,31,67.7
41.7072,-70.763,01-02-2000,29,62
41.7072,-70.763,01-03-2000,31,140.3
41.7072,-70.763,01-10-2000,31,47
41.7072,-70.763,01-11-2000,30,61.4
41.7072,-70.763,01-12-2000,31,94.6
41.7072,-70.763,01-01-2001,31,51.5
41.7072,-70.763,01-02-2001,28,50.6
41.7072,-70.763,01-03-2001,31,233
41.7072,-70.763,01-04-2001,30,56
41.7072,-70.763,01-05-2001,31,126.8
41.7072,-70.763,01-06-2001,30,129.2
41.7072,-70.763,01-07-2001,31,101.7
41.7072,-70.763,01-08-2001,31,112.8
41.7072,-70.763,01-09-2001,30,30.4
41.7072,-70.763,01-10-2001,31,23.5
41.7072,-70.763,01-11-2001,30,16.9
41.7072,-70.763,01-12-2001,31,73.4
41.7072,-70.763,01-01-2002,31,71.6
41.7072,-70.763,01-02-2002,28,36
41.7072,-70.763,01-03-2002,31,102.8
41.7072,-70.763,01-04-2002,30,99
41.7072,-70.763,01-05-2002,31,107.8
41.7072,-70.763,01-06-2002,30,76
41.7072,-70.763,01-07-2002,31,18
41.7072,-70.763,01-08-2002,31,26
41.7072,-70.763,01-09-2002,30,106.8
41.7072,-70.763,01-10-2002,31,59.2
41.7072,-70.763,01-11-2002,30,138.7
41.7072,-70.763,01-12-2002,31,152.7
39.187296,-77.251398,01-05-2019,31,98.8
39.187296,-77.251398,01-10-2019,31,79.1
39.187296,-77.251398,01-05-2020,31,25.4
39.187296,-77.251398,01-08-2020,31,203.3
40.0578,-83.0199,01-02-2002,28,105.5
41.650354,-83.617736,01-07-2019,31,40.4
41.650354,-83.617736,01-08-2019,31,75.6
41.650354,-83.617736,01-09-2019,30,45.6
41.650354,-83.617736,01-10-2019,31,53.6
41.650354,-83.617736,01-12-2019,31,40.4
41.650354,-83.617736,01-01-2020,31,55.6
41.650354,-83.617736,01-02-2020,29,29.4
41.650354,-83.617736,01-04-2020,30,34.2
41.650354,-83.617736,01-05-2020,31,54.8
41.650354,-83.617736,01-06-2020,30,0.8
41.650354,-83.617736,01-07-2020,31,14
41.650354,-83.617736,01-08-2020,31,2.8
41.823287,-83.576342,01-02-2019,28,5.4
41.823287,-83.576342,01-08-2019,31,7.6
41.823287,-83.576342,01-09-2019,30,3.2
41.823287,-83.576342,01-10-2019,31,37.4
41.823287,-83.576342,01-12-2019,31,44.4
41.823287,-83.576342,01-01-2020,31,63.2
41.823287,-83.576342,01-02-2020,29,20.2
41.823287,-83.576342,01-05-2020,31,63
41.823287,-83.576342,01-06-2020,30,34.8
41.660759,-83.613054,01-01-2019,31,24.6
41.660759,-83.613054,01-02-2019,28,32.6
41.660759,-83.613054,01-03-2019,31,33.2
41.660759,-83.613054,01-04-2019,30,91.2
41.660759,-83.613054,01-05-2019,31,78.6
41.660759,-83.613054,01-06-2019,30,83.6
41.660759,-83.613054,01-07-2019,31,41.2
41.660759,-83.613054,01-08-2019,31,87.2
41.660759,-83.613054,01-09-2019,30,63.8
41.660759,-83.613054,01-10-2019,31,66.4
41.660759,-83.613054,01-01-2020,31,52.2
41.660759,-83.613054,01-02-2020,29,17.2
41.660759,-83.613054,01-03-2020,31,60.2
41.660759,-83.613054,01-04-2020,30,0
41.660759,-83.613054,01-05-2020,31,0
41.660759,-83.613054,01-06-2020,30,0
39.592,-83.0257,01-03-2010,31,57.9
39.592,-83.0257,01-06-2014,30,100.1
39.592,-83.0257,01-07-2014,31,61.1
39.592,-83.0257,01-08-2014,31,107.6
39.592,-83.0257,01-09-2014,30,13.7
39.592,-83.0257,01-07-2016,31,48
39.592,-83.0257,01-05-2017,31,105
39.592,-83.0257,01-06-2017,30,62.4
39.592,-83.0257,01-09-2017,30,42.6
39.592,-83.0257,01-11-2017,30,57.7
39.592,-83.0257,01-12-2017,31,21.2
39.592,-83.0257,01-03-2018,31,43.4
39.592,-83.0257,01-04-2018,30,92
39.592,-83.0257,01-05-2018,31,83
39.592,-83.0257,01-07-2018,31,5.2
39.592,-83.0257,01-08-2018,31,5.4
39.592,-83.0257,01-10-2018,31,7.5
39.592,-83.0257,01-11-2018,30,73.8
39.592,-83.0257,01-12-2018,31,54.1
39.592,-83.0257,01-01-2019,31,44.7
39.592,-83.0257,01-02-2019,28,101
39.592,-83.0257,01-05-2019,31,76
39.592,-83.0257,01-06-2019,30,129.9
39.592,-83.0257,01-09-2019,30,41.9
39.592,-83.0257,01-12-2019,31,52.6
34.4736,-86.6313,01-10-2007,31,400
31.8625,-106.4738,01-10-2001,31,18
31.8625,-106.4738,01-11-2001,30,10.5
31.8625,-106.4738,01-02-2002,28,34.9
31.8625,-106.4738,01-03-2002,31,0
31.8625,-106.4738,01-04-2002,30,0
31.8625,-106.4738,01-05-2002,31,1
31.8625,-106.4738,01-07-2002,31,56.9
31.8625,-106.4738,01-08-2002,31,24.2
31.8625,-106.4738,01-09-2002,30,12.2
31.775,-106.5097,01-08-2000,31,17.1
31.775,-106.5097,01-10-2000,31,27.9
31.775,-106.5097,01-12-2000,31,10.6
31.775,-106.5097,01-01-2001,31,2
31.775,-106.5097,01-02-2001,28,4
31.775,-106.5097,01-03-2001,31,8.3
31.775,-106.5097,01-05-2001,31,1.1
31.775,-106.5097,01-06-2001,30,1.1
31.775,-106.5097,01-07-2001,31,16
31.775,-106.5097,01-08-2001,31,2
31.775,-106.5097,01-03-2002,31,0
31.775,-106.5097,01-05-2002,31,1
